"ID","대분류","중분류(화면)","소분류(기능)","시나리오","사전조건","테스트절차","기대결과","유형","우선순위","결과","비고"
"FE-SC-049","검색","건물용도 필터시트","디바운스 취소","빠르게 연속 선택 시 이전 로드 작업이 취소된다","건물용도 시트 열림","1. 0.5초 이내로 칩을 여러 번 빠르게 토글한다","이전 reloadTask가 취소되고 마지막 선택 기준으로 한 번만 재로드된다","경계","P2","",""
"FE-SC-050","검색","건물용도 필터시트","매물 보기 버튼","'N개 매물 보기' 버튼 탭 시 시트가 닫힌다","건물용도 시트 열림","1. 'N개 매물 보기' 버튼을 탭한다","onClosed가 호출되어 시트가 닫히고 검색결과에 필터가 반영된다","정상","P1","",""
"FE-SC-051","검색","건물용도 필터시트","작업 취소","시트를 빠르게 닫으면 진행 중 로드 작업이 취소된다","칩 선택 직후(디바운스 진행 중) 시트 닫기","1. 칩을 선택한다 2. 0.5초 이내 시트를 닫는다","onDisappear에서 reloadTask가 취소되어 불필요한 로드가 발생하지 않는다","경계","P2","",""
"FE-SC-052","검색","경매상태 필터시트","칩 다중선택","경매상태 칩을 다중 선택하면 개수가 디바운스 후 갱신된다","경매상태 시트 열림, 옵션 존재","1. 여러 경매상태 칩을 선택한다 2. 0.5초 대기한다","선택 칩이 활성화되고 0.5초 뒤 'N개 매물 보기' 개수가 갱신된다","정상","P1","",""
"FE-SC-053","검색","경매상태 필터시트","매물 보기 버튼","'N개 매물 보기' 버튼 탭 시 시트가 닫힌다","경매상태 시트 열림","1. 'N개 매물 보기' 버튼을 탭한다","onClosed로 시트가 닫히고 검색결과에 필터가 반영된다","정상","P1","",""
"FE-SC-054","검색","가격 필터시트","슬라이더 초기값","가격 시트 진입 시 현재 가격 범위로 슬라이더가 초기화된다","가격 시트 열림","1. 가격 시트에 진입한다 2. 슬라이더 위치를 확인한다","기존 minimumPrice~maximumPrice(미설정 시 0~20억) 범위로 슬라이더가 표시된다","정상","P1","",""
"FE-SC-055","검색","가격 필터시트","첫 진입 미재로드","가격 시트 첫 진입 시에는 재로드가 발생하지 않는다","가격 시트 최초 진입","1. 가격 시트에 진입만 하고 슬라이더를 조작하지 않는다","isFirstEnter 가드로 인해 초기 진입 시 결과 재로드가 발생하지 않는다","경계","P2","",""
"FE-SC-056","검색","가격 필터시트","슬라이더 조정","슬라이더 조정 시 0.5초 뒤 결과와 개수가 갱신된다","가격 시트 열림","1. 슬라이더 핸들을 드래그해 범위를 변경한다 2. 0.5초 대기한다","minimum/maximumPrice가 갱신되고 0.5초 후 결과가 재로드되어 'N개 매물 보기' 개수가 갱신된다","경계","P1","",""
"FE-SC-057","검색","가격 필터시트","매물 보기 버튼","'N개 매물 보기' 버튼 탭 시 시트가 닫힌다","가격 시트 열림","1. 'N개 매물 보기' 버튼을 탭한다","onComplete로 시트가 닫히고 검색결과에 가격 필터가 반영된다","정상","P1","",""
"FE-SC-058","검색","검색 진입/세션","비로그인 사용","비로그인 상태에서도 검색 화면을 사용할 수 있다","비로그인 상태","1. 비로그인 상태로 검색 화면에 진입한다 2. 검색을 실행한다","별도 로그인 게이팅 없이 검색 화면 진입 및 검색이 가능하다","정상","P2","","모듈 내 로그인 게이팅 코드 없음"
"FE-SC-059","검색","검색 진입/세션","포그라운드 복귀","백그라운드 전환 후 복귀 시 검색 상태가 보존된다","검색 결과/필터 표시 상태","1. 앱을 백그라운드로 보낸다 2. 다시 포그라운드로 복귀한다","검색어, 결과, 적용 필터 등 화면 상태가 유지된다","경계","P2","",""
"FE-SC-060","검색","검색 진입/세션","토큰 만료","토큰 만료 상태에서 검색 시 에러 처리가 노출된다","인증 토큰 만료","1. 토큰이 만료된 상태에서 검색을 실행한다","에러 alert가 노출되거나 재로그인 플로우로 연결된다","예외","P2","","데이터파트 연계(인증/토큰 갱신)"
"FE-SC-061","검색","검색결과리스트","다크모드","다크모드에서 검색결과/필터 UI가 정상 표시된다","시스템 다크모드 활성","1. 다크모드로 전환한다 2. 검색결과/필터바/시트를 확인한다","텍스트/배경/아이콘 색상이 가독성 있게 표시되고 레이아웃이 깨지지 않는다","경계","P2","","Asset.Colors 기반 - 디자인 토큰 적용 확인"
"FE-MP-001","지도","물건 위치 지도 미리보기","미리보기 렌더링","좌표 정상 시 물건 위치 미리보기 지도와 중심 핀이 표시된다","경매 상세 진입, mapCoordinate 존재(not nil), 로딩 완료","1. 경매 상세 화면 진입 2. '물건 위치' 섹션까지 스크롤 3. 미리보기 영역 확인","높이 120pt, 모서리 라운드(12) 클리핑된 지도 미리보기가 렌더되고, 물건 좌표 중심에 핀(Place 이미지, 핀 바닥이 좌표에 닿게) 표시","정상","P1","","mapCoordinate는 AuctionDetail에서 주입(데이터파트 연계)"
"FE-MP-002","지도","물건 위치 지도 미리보기","로딩 상태","좌표 조회 중에는 로딩 인디케이터와 안내 문구가 표시된다","isLoadingMapCoordinate=true (좌표 조회 진행 중)","1. 경매 상세 진입 직후 '물건 위치' 섹션 확인","회색 라운드 박스 안에 ProgressView와 '위치 정보를 불러오는 중이에요' 문구 표시, 지도/핀 미렌더","경계","P1","","placeholder는 AuctionDetailCourtInfoView 소속"
"FE-MP-003","지도","물건 위치 지도 미리보기","빈 상태","좌표가 없으면 '표시할 위치 정보를 찾지 못했어요' 안내가 표시된다","mapCoordinate=nil, isLoadingMapCoordinate=false","1. 좌표 없는 매물의 경매 상세 진입 2. '물건 위치' 섹션 확인","회색 라운드 박스에 '표시할 위치 정보를 찾지 못했어요' 안내만 표시, 지도/핀/ProgressView 미표시","예외","P1","","좌표 nil 여부는 데이터파트 연계"
"FE-MP-004","지도","물건 위치 지도 미리보기","전체지도 열기","미리보기 지도를 탭하면 전체화면 지도가 열린다","mapCoordinate 존재(미리보기가 버튼으로 렌더됨)","1. '물건 위치' 미리보기 지도 탭","fullScreenCover로 전체 지도가 ignoresSafeArea로 표시되고 우상단에 닫기(X) 버튼 노출","정상","P0","",""
"FE-MP-005","지도","물건 위치 지도 미리보기","전체지도 열기","빈 상태(placeholder)에서는 탭해도 전체지도가 열리지 않는다","mapCoordinate=nil (placeholder가 Button이 아닌 RoundedRectangle로 렌더)","1. '표시할 위치 정보를 찾지 못했어요' 영역 탭","탭 반응 없음, fullScreenCover 미표시(placeholder는 버튼이 아님)","예외","P2","",""
"FE-MP-006","지도","전체화면 지도","지도 진입 렌더링","전체지도 진입 시 물건 좌표 중심 지도와 중심 핀이 표시된다","미리보기 탭으로 전체지도(fullScreenCover) 진입","1. 미리보기 탭 2. 전체 지도 로딩 대기 3. 화면 확인","물건 좌표를 중심으로 지도 표시, Place 중심 핀 노출, onAppear로 setDrawMap(true) 호출되어 지도 draw 시작","정상","P0","",""
"FE-MP-007","지도","전체화면 지도","카메라 첫 중심 이동","진입 후 약 0.5초 뒤 카메라가 물건 좌표로 이동한다","전체지도 진입","1. 전체지도 진입 2. 진입 직후~0.5초 사이 화면 관찰","updateUIView의 0.5초 딜레이 후 엔진 activate 및 setCameraFirst로 카메라가 물건 좌표로 이동. 진입 직후 짧은 빈 지도(타일) 가능하나 곧 중심 이동","경계","P1","","0.5초 타이밍 딜레이 코드 존재(updateUIView)"
"FE-MP-008","지도","전체화면 지도","카메라 첫 진입 1회성","사용자가 지도를 이동한 뒤 재렌더되어도 강제 중심은 최초 1회만 적용된다","전체지도 진입 후 지도를 드래그해 다른 위치로 이동","1. 전체지도 진입(자동 중심) 2. 지도를 다른 위치로 드래그 3. 화면 갱신 트리거 관찰","setCameraFirst의 isFirstEntry guard로 최초 1회만 물건 좌표 강제 중심, 이후에는 사용자가 이동한 위치 유지(강제 재중심 안 됨)","경계","P2","",""
"FE-MP-009","지도","전체화면 지도","지도 닫기","우상단 닫기(X) 버튼을 탭하면 전체지도가 닫힌다","전체지도(fullScreenCover) 표시 중","1. 우상단 닫기(X) 버튼 탭","fullScreenCover가 dismiss되고 경매 상세 '물건 위치' 섹션으로 복귀","정상","P0","",""
"FE-MP-010","지도","전체화면 지도","지도 닫기","닫기 버튼을 빠르게 중복 탭해도 정상 동작한다","전체지도 표시 중","1. 우상단 닫기 버튼을 빠르게 연속 2회 이상 탭","한 번만 dismiss 처리, 이중 dismiss/크래시/화면 잔상 없음","경계","P2","",""
"FE-MP-011","지도","전체화면 지도","엔진 비활성","전체지도 이탈 시 지도 엔진이 비활성화된다","전체지도 표시 중","1. 닫기 버튼으로 전체지도 닫기 2. 복귀 후 동작 관찰","onDisappear에서 setDrawMap(false) 호출되어 엔진 reset, 백그라운드 리소스 정리, 화면 멈춤 없음","정상","P1","",""
"FE-MP-012","지도","전체화면 지도","재진입 상태","전체지도를 닫았다가 다시 열면 지도가 정상 재렌더된다","전체지도 1회 열고 닫은 상태","1. 미리보기 탭으로 전체지도 열기 2. 닫기 3. 다시 미리보기 탭으로 전체지도 열기","재진입 시 onAppear로 draw 재시작되어 지도/핀 정상 재렌더, 물건 좌표 중심으로 다시 표시","정상","P1","",""
"FE-MP-013","지도","전체화면 지도","지도 제스처","전체지도에서 팬/핀치 줌 제스처로 지도가 이동·확대축소된다","전체지도 표시 중","1. 지도를 드래그(팬) 2. 핀치로 확대/축소","제스처에 따라 지도가 이동·확대축소되고 cameraCenterLocation 바인딩이 갱신됨, 끊김/멈춤 없음","정상","P1","","좌표 값 정확성이 아닌 제스처 UI 동작만 검증"
"FE-MP-014","지도","전체화면 지도","백그라운드 복귀","전체지도 표시 중 앱을 백그라운드 후 복귀하면 지도가 유지된다","전체지도 표시 중","1. 전체지도 표시 상태에서 홈으로 백그라운드 전환 2. 앱 재진입(포그라운드)","복귀 후 지도/핀 정상 표시, 엔진 상태 복원, 검은 화면/크래시 없음","정상","P2","",""
"FE-MP-015","지도","지도 엔진 라이프사이클","뷰 해제","전체지도 dismiss로 뷰가 해제될 때 엔진이 정리된다","전체지도 표시 후 닫기","1. 전체지도 진입 2. 닫기로 뷰 해제 3. 메모리/동작 관찰","dismantleUIView에서 pauseEngine+resetEngine 호출되어 엔진 정리, 메모리 누수/크래시 없음","정상","P1","",""
"FE-MP-016","지도","지도 엔진 라이프사이클","지도 준비 전 카메라","지도 엔진 준비 전 진입해도 카메라 중심이 보류 후 적용된다","엔진 초기화가 느린 환경(저사양/콜드스타트)","1. 미리보기 탭으로 전체지도 진입 2. 지도 준비~카메라 이동 관찰","isMapReady=false면 pendingCameraUpdate에 보류, addViewSucceeded 후 setup에서 보류된 카메라 중심이 적용되어 결국 물건 좌표로 이동","경계","P2","",""
"FE-MP-017","지도","전체화면 지도","네트워크 지연","약한 네트워크에서 지도 타일 로딩이 지연돼도 앱이 멈추지 않는다","느린 네트워크, 전체지도 진입","1. 네트워크 속도 제한 상태로 전체지도 진입 2. 타일 로딩 관찰","지도 타일이 점진적으로 로딩되고 중심 핀/카메라는 좌표 기반으로 표시, 앱 정지/크래시 없음","경계","P1","","카카오 지도 타일은 네트워크 의존"
"FE-MP-018","지도","전체화면 지도","네트워크 끊김","네트워크 끊긴 상태로 전체지도에 진입한다","오프라인 상태","1. 네트워크 차단 2. 미리보기 탭으로 전체지도 진입 3. 닫기 버튼 동작 확인","지도 타일이 미표시되거나 캐시만 표시될 수 있으나 닫기 버튼은 정상 동작, 크래시 없음","예외","P1","",""
"FE-MP-019","지도","위치 권한","권한 거부 영향 없음","위치 권한 거부 상태에서도 물건 위치 지도가 정상 표시된다","시스템 위치 권한 '거부' 상태","1. 위치 권한 거부 설정 2. 경매 상세 진입 3. 미리보기/전체지도 확인","물건 좌표 기반 지도/핀이 정상 표시되며 위치 권한 알럿이나 '내 위치' UI는 노출되지 않음","예외","P1","","MapStore에 권한/거부 알럿 로직(checkUserAuthorization, isShowDeniedLocationAlert) 존재하나 현재 MapContentView에 미연결"
"FE-MP-020","지도","위치 권한","비로그인 영향 없음","비로그인 상태에서도 지도 미리보기/전체지도가 동작한다","비로그인 상태로 경매 상세 접근 가능한 경우","1. 비로그인 상태 유지 2. 경매 상세의 '물건 위치' 진입 3. 미리보기/전체지도 동작 확인","지도는 좌표 기반이라 로그인 여부와 무관하게 표시·동작, 크래시 없음","예외","P2","","지도 렌더는 인증 비의존"
"FE-MP-021","지도","전체화면 지도","다크모드","다크모드에서 닫기 버튼이 식별 가능하게 표시된다","시스템 다크모드 ON, 전체지도 표시","1. 다크모드 설정 2. 전체지도 진입 3. 우상단 닫기 버튼 확인","닫기(X) 버튼이 흰 배경/검정 아이콘/그림자로 지도 위에서 또렷하게 식별되고 탭 가능","경계","P2","",""
"FE-MP-022","지도","전체화면 지도","비정상 좌표","(0,0) 등 비정상 좌표로 진입해도 크래시 없이 표시된다","좌표가 (0,0) 또는 비정상 값으로 주입된 경우","1. 비정상 좌표 매물의 전체지도 진입 2. 화면 확인","지도가 해당 좌표(적도 부근 등)로 표시되어도 앱 크래시 없이 렌더, 중심 핀은 해당 좌표에 표시","경계","P2","","좌표 유효성은 데이터파트 연계"
"FE-MP-023","지도","물건 위치 지도 미리보기","지도 엔진 동시 표시","미리보기와 전체지도 두 지도 인스턴스가 충돌 없이 동작한다","미리보기 지도가 표시된 상태에서 전체지도 진입","1. '물건 위치' 미리보기 지도 표시 확인 2. 탭하여 전체지도 진입 3. 두 화면 전환·복귀 반복","미리보기(120pt)와 전체지도 두 KakaoMap 엔진이 충돌/멈춤/검은화면 없이 각각 정상 동작","경계","P2","","동일 MapContentView가 미리보기·풀스크린 2개 인스턴스로 생성됨"
"FE-MP-024","지도","전체화면 지도","스크롤 위치 보존","전체지도를 닫고 복귀하면 경매 상세 스크롤 위치가 보존된다","경매 상세를 '물건 위치' 섹션까지 스크롤한 상태","1. '물건 위치' 섹션까지 스크롤 2. 미리보기 탭으로 전체지도 진입 3. 닫기로 복귀","복귀 시 경매 상세 스크롤 위치가 '물건 위치' 섹션 그대로 보존(상단으로 튀지 않음)","정상","P2","","스크롤 보존은 AuctionDetail 호스트 화면 연계"
"FE-IN-001","관심","관심 매물 리스트","초기 로딩","관심 탭 첫 진입 시 onLoad로 관심 매물 목록을 로드하고 로딩 애니메이션을 표시한다","로그인 상태, 관심 매물 1건 이상 존재","1. 앱에서 관심 탭으로 진입한다 2. 진입 직후 전체화면 로딩(Lottie) 표시를 확인한다 3. 로드 완료 후 리스트를 확인한다","진입 시 전체화면 로딩 애니메이션이 표시되고 로드 완료 후 관심 매물 리스트가 렌더링된다","정상","P0","",""
"FE-IN-002","관심","관심 매물 리스트","초기 로딩","onLoad는 1회만 실행되어 상세 진입 후 복귀 시 재로딩되지 않는다","관심 리스트 로드 완료, 스크롤을 일부 내린 상태","1. 매물 셀을 탭해 상세로 진입한다 2. 뒤로가기로 관심 리스트로 복귀한다 3. 로딩/리스트 상태를 확인한다","로딩 애니메이션이 다시 뜨지 않고 기존 리스트와 스크롤 위치가 그대로 유지된다(onLoad 1회 only)","경계","P1","","ViewDidLoadModifier의 didLoad 플래그로 1회만 실행됨"
"FE-IN-003","관심","관심 매물 리스트","목록 표시","관심 매물이 있을 때 LazyVStack으로 매물 셀 목록을 표시한다","로그인 상태, 관심 매물 여러 건 존재","1. 관심 탭에 진입한다 2. 로드 완료 후 리스트를 확인한다","관심 매물 셀들이 세로 스크롤 리스트로 정상 렌더링된다","정상","P0","",""
"FE-IN-004","관심","관심 매물 리스트","빈 상태","관심 매물이 0건이면 빈 상태 이미지와 안내 문구를 표시한다","로그인 상태, 관심 매물 없음(0건)","1. 관심 탭에 진입한다 2. 로드 완료 후 화면을 확인한다","dot3Circle 이미지와 '관심 매물 없음'(interestViewNone) 문구가 표시되고 리스트/페이징 progress는 노출되지 않는다","예외","P1","",""
"FE-IN-005","관심","관심 매물 리스트","빈 상태 전환","마지막 남은 관심 매물을 찜 해제하면 빈 상태 화면으로 전환된다","관심 매물이 정확히 1건 존재","1. 유일한 매물 셀의 하트 아이콘을 탭해 찜 해제한다 2. 화면을 확인한다","해당 셀이 제거되고 즉시 빈 상태(이미지+문구) 화면으로 전환된다","경계","P1","",""
"FE-IN-006","관심","관심 매물 리스트","에러 처리","초기 로드 시 네트워크/서버 에러가 발생해도 에러 UI가 표시되지 않는다","네트워크 차단 또는 서버 오류 상태","1. 네트워크를 끊은 상태로 관심 탭에 진입한다 2. 로딩 종료 후 화면을 확인한다","로딩이 종료되고 별도 에러 알림/문구/재시도 버튼 없이 빈 상태 화면이 표시된다","예외","P1","","modelData.error만 세팅되고 View에서 미표시 — 에러 UI 미구현, 기획/데이터파트 연계 확인 필요"
"FE-IN-007","관심","관심 매물 리스트","에러 처리","페이징(추가 로드) 중 에러 발생 시 기존 리스트가 유지된다","리스트 표시 상태, 다음 페이지 존재","1. 리스트 끝까지 스크롤해 추가 로드를 트리거한다 2. 추가 로드 도중 네트워크를 끊는다 3. 화면을 확인한다","하단 ProgressView가 사라지고 기존 항목은 그대로 유지되며 에러 표시는 없다","예외","P2","","loadMoreInterestSales catch에서 error만 세팅"
"FE-IN-008","관심","관심 매물 리스트","무한 스크롤","마지막 셀에 도달하면 다음 페이지를 자동 로드한다","관심 매물 20건 초과(다음 cursor 존재)","1. 리스트를 마지막 셀까지 스크롤한다 2. 하단 ProgressView를 확인한다 3. 추가 항목이 붙는지 확인한다","마지막 셀 onAppear 시 다음 페이지가 로드되어 하단 ProgressView 표시 후 항목이 이어 붙는다","정상","P1","",""
"FE-IN-009","관심","관심 매물 리스트","무한 스크롤","다음 페이지 응답에 기존 항목이 중복돼도 리스트에 중복 표시되지 않는다","중복 ID가 포함된 다음 페이지 응답","1. 리스트 끝까지 스크롤해 다음 페이지를 로드한다 2. 추가된 항목을 확인한다","이미 표시 중인 ID는 필터링되어 중복 셀이 추가되지 않는다","경계","P2","","existingIDs 기반 중복 제거 로직 — 데이터파트 연계(중복 응답 가정)"
"FE-IN-010","관심","관심 매물 리스트","무한 스크롤","마지막 페이지(hasNext=false) 도달 시 추가 로드와 페이징 progress가 발생하지 않는다","관심 매물이 마지막 페이지까지 모두 로드된 상태","1. 리스트 최하단까지 스크롤한다 2. 하단 영역을 확인한다","더 이상 추가 로드가 발생하지 않고 하단 ProgressView도 표시되지 않는다","경계","P2","","fetchNextInterestAuctions에서 hasNext 가드"
"FE-IN-011","관심","관심 매물 리스트","무한 스크롤","빠른 연속 스크롤로 페이징이 동시 다중 호출되지 않는다(디바운스 가드)","다음 페이지 존재, 리스트 표시 상태","1. 마지막 셀 영역을 빠르게 반복적으로 노출시키며 스크롤한다 2. 로드 동작을 확인한다","isLoadingForPaging 가드로 동시에 중복 페이징 요청이 발생하지 않는다","경계","P2","","loadMoreInterestSales의 isLoadingForPaging guard"
"FE-IN-012","관심","관심 매물 리스트","당겨서 새로고침","리스트를 아래로 당기면 페이지네이션을 리셋하고 첫 페이지를 재로드한다","로그인 상태, 리스트 표시 상태","1. 리스트 상단에서 아래로 당긴다 2. 새로고침 인디케이터를 확인한다 3. 갱신된 리스트를 확인한다","새로고침 인디케이터 표시 후 페이지네이션이 리셋되고 첫 페이지가 다시 로드되어 리스트가 갱신된다","정상","P1","","refreshable → resetPagination + loadInterest"
"FE-IN-013","관심","관심 매물 리스트","당겨서 새로고침","당겨서 새로고침 시 네이티브 인디케이터와 전체화면 로딩 오버레이 중복 노출 여부를 확인한다","리스트 표시 상태","1. 리스트를 아래로 당겨 새로고침을 시작한다 2. 화면 상단 인디케이터와 중앙 로딩 애니메이션을 동시에 관찰한다","새로고침 인디케이터와 전체화면 Lottie 로딩이 동시에 나타나는지 확인하고 시각적 어색함이 없어야 한다","경계","P2","","refreshable가 isLoading=true 세팅 → loading 오버레이 동시 표시 가능"
"FE-IN-014","관심","관심 매물 리스트","찜 해제","매물 셀의 하트 버튼을 탭하면 관심이 해제되고 셀이 즉시 리스트에서 제거된다","로그인 상태, 관심 매물 2건 이상","1. 특정 매물 셀의 하트 아이콘을 탭한다 2. 리스트를 확인한다","해당 매물 셀이 리스트에서 즉시 제거되고 다른 화면 동기화를 위한 알림이 발행된다","정상","P0","",""
"FE-IN-015","관심","관심 매물 리스트","찜 해제","하트 버튼 탭 시 셀 전체의 상세 진입 액션이 동시에 트리거되지 않는다(중첩 버튼 충돌)","관심 매물 존재","1. 매물 셀 내부의 하트 아이콘을 정확히 탭한다 2. 화면 전환 여부를 확인한다","찜 해제만 동작하고 경매 상세 화면으로 push되지 않는다","경계","P1","","셀 Button 안에 하트 Button 중첩 — hit-test 충돌 가능성 검증"
"FE-IN-016","관심","관심 매물 리스트","찜 해제","하트 버튼을 빠르게 연속 탭해도 한 번만 제거 요청된다","관심 매물 존재","1. 동일 셀의 하트 아이콘을 빠르게 2~3회 연속 탭한다 2. 결과를 확인한다","항목이 한 번만 제거되고 이미 제거된 항목에 대한 중복 요청으로 인한 이상 동작이 없다","경계","P2","","중복 탭(디바운스) 확인"
"FE-IN-017","관심","관심 매물 리스트","찜 해제","찜 해제 서버 요청 실패 시 항목이 제거되지 않는다","관심 매물 존재, 네트워크 차단 또는 서버 오류","1. 네트워크를 끊은 상태로 하트 아이콘을 탭한다 2. 리스트를 확인한다","removeInterest 실패로 로컬 제거가 수행되지 않아 셀이 그대로 유지되며 에러 표시는 없다","예외","P2","","try 성공 후에만 removeAll 수행 — 데이터파트 연계"
"FE-IN-018","관심","관심 매물 리스트","상세 진입","매물 셀(하트 외 영역)을 탭하면 경매 상세 화면으로 이동한다","관심 매물 존재","1. 매물 셀의 이미지/텍스트 영역을 탭한다 2. 화면 전환을 확인한다","coordinator.push로 해당 매물의 경매 상세 화면으로 진입한다","정상","P0","",""
"FE-IN-019","관심","관심 매물 리스트","상세 진입","상세 화면에서 뒤로가기 시 관심 리스트와 스크롤 위치가 보존된다","리스트를 일부 스크롤한 상태에서 상세 진입","1. 매물 셀을 탭해 상세로 진입한다 2. 뒤로가기(pop)한다 3. 리스트 위치를 확인한다","리스트 내용과 스크롤 위치가 그대로 복원된다","정상","P1","",""
"FE-IN-020","관심","관심 매물 리스트","외부 찜 동기화","상세 화면에서 동일 매물을 찜 해제 후 복귀하면 리스트에서 자동 제거된다","리스트에 매물 존재, 해당 매물 상세 진입","1. 매물 셀을 탭해 상세로 진입한다 2. 상세에서 찜을 해제한다 3. 뒤로가기로 관심 리스트로 복귀한다",".auctionZzimDidChange 수신(isZzimed=false)으로 해당 매물이 리스트에서 제거된 상태로 표시된다","정상","P1","","handleZzimChange는 isZzimed=false일 때만 제거"
"FE-IN-021","관심","관심 매물 리스트","외부 찜 동기화","외부에서 찜 추가(isZzimed=true) 알림을 받아도 리스트는 변경되지 않는다","리스트 표시 상태","1. 다른 화면에서 어떤 매물을 찜 추가한다 2. 관심 리스트로 복귀한다 3. 리스트를 확인한다","isZzimed=true 알림에는 리스트 제거/추가가 발생하지 않으며, 새로 찜한 매물은 새로고침 전까지 자동 반영되지 않는다","경계","P2","","신규 찜 항목 자동 추가 미구현 — 새로고침 필요, 기획 연계"
"FE-IN-022","관심","관심 매물 셀","셀 렌더링","매물 셀에 가격/주소/건물명이 정상 렌더링된다","관심 매물 존재","1. 리스트에서 매물 셀을 확인한다","감정가(원화 포맷), 주소, 건물명이 각 폰트/색상으로 표시된다","정상","P1","","값 정확성은 데이터파트 연계, 여기선 표시 여부만"
"FE-IN-023","관심","관심 매물 셀","셀 렌더링","건물명이 nil이면 빈 문자열로 처리되어 레이아웃이 깨지지 않는다","salesBuildingName이 nil인 매물","1. 해당 매물 셀을 확인한다","건물명 영역이 빈 문자열로 표시되고 레이아웃 정렬이 깨지지 않는다","경계","P2","","salesBuildingName ?? """""
"FE-IN-024","관심","관심 매물 셀","배지 표시","매각 완료 매물은 '매각' 배지가 회색으로 표시된다","isSoldOut=true인 매물","1. 매각 완료 매물 셀의 이미지 좌상단 배지를 확인한다","'매각' 텍스트 배지가 neutralSubtler 배경으로 표시된다","정상","P1","",""
"FE-IN-025","관심","관심 매물 셀","배지 표시","진행 중 매물은 잔여일 'D+N'/'D-N' 배지가 표시된다","isSoldOut=false인 매물","1. 진행 중 매물 셀의 이미지 좌상단 배지를 확인한다","salesLeftDays 부호에 따라 'D+N' 또는 'D-N' 형태의 배지가 neutral 배경으로 표시된다","정상","P1","","잔여일 값 정확성은 데이터파트 연계"
"FE-IN-026","관심","관심 매물 셀","인증 라벨","인증 매물은 인증경매 그라데이션 라벨이 표시된다","verified=true인 매물","1. 인증 매물 셀 하단 라벨 영역을 확인한다","MercuryGradientLabel로 인증경매 라벨이 표시된다","정상","P2","",""
"FE-IN-027","관심","관심 매물 셀","인증 라벨","비인증 매물은 인증경매 라벨이 표시되지 않는다","verified=false인 매물","1. 비인증 매물 셀 하단 라벨 영역을 확인한다","인증경매 라벨이 표시되지 않는다","경계","P2","",""
"FE-IN-028","관심","관심 매물 셀","카테고리 라벨","카테고리가 있으면 첫 번째 카테고리만 라벨로 표시된다","salesCategories가 1개 이상인 매물","1. 매물 셀 하단의 카테고리 라벨을 확인한다","salesCategories.first 값만 primaryLight 배경 라벨로 표시된다(나머지는 미표시)","정상","P2","",""
"FE-IN-029","관심","관심 매물 셀","카테고리 라벨","카테고리가 비어있으면 카테고리 라벨이 표시되지 않는다","salesCategories가 빈 배열인 매물","1. 해당 매물 셀 하단을 확인한다","카테고리 라벨이 표시되지 않고 레이아웃이 정상이다","경계","P2","",""
"FE-IN-030","관심","관심 매물 셀","유찰 횟수","유찰 횟수가 '유찰 N회' 형식으로 표시된다","관심 매물 존재","1. 매물 셀 하단의 유찰 라벨을 확인한다","failBidCount가 '유찰 N회' 형식 라벨로 표시된다","정상","P2","","값 정확성은 데이터파트 연계"
"FE-IN-031","관심","관심 매물 셀","찜 카운트","하트 아이콘 옆에 찜 횟수가 표시된다","관심 매물 존재","1. 매물 셀 우하단 하트 영역을 확인한다","critical 색상 하트 아이콘과 함께 zzimCount 숫자가 표시된다","정상","P2","",""
"FE-IN-032","관심","관심 매물 셀","이미지 로딩","매물 이미지 로딩 중/실패 시 회색 플레이스홀더가 표시된다","이미지 URL 로딩 지연 또는 로드 실패 매물","1. 매물 셀 이미지 영역을 확인한다","CachedAsyncImage 로드 전/실패 시 gray150 플레이스홀더가 표시되고 로드 완료 시 이미지로 교체된다","경계","P2","","salesPictures가 nil/실패인 경우 포함"
"FE-IN-033","관심","관심 매물 셀","오버플로우","긴 주소/건물명이 셀 레이아웃을 깨지 않는다","매우 긴 주소/건물명을 가진 매물","1. 긴 텍스트 매물 셀을 확인한다","multilineTextAlignment(.leading)으로 줄바꿈되며 셀 레이아웃 오버플로우/잘림 이상이 없다","경계","P2","",""
"FE-IN-034","관심","관심 매물 리스트","네비게이션 바","상단 네비게이션 바에 '관심' 타이틀이 표시된다","관심 탭 진입","1. 관심 화면 상단 네비게이션 바를 확인한다","MercuryNavigationBar에 '관심' 타이틀(titleLargeBold)이 표시된다","정상","P2","","trailing 액션 클로저가 비어 있어 추가 동작 없음"
"FE-IN-035","관심","관심 매물 리스트","비로그인","비로그인 상태로 관심 화면에 진입하면 목록 로드가 실패한다","로그아웃/비로그인 상태","1. 비로그인 상태로 관심 탭에 진입한다 2. 화면을 확인한다","인증 실패로 로드되지 못하고 에러 UI 없이 빈 상태 화면이 표시된다","예외","P1","","View 내 로그인 분기 없음 — 인증/데이터파트 연계 확인 필요"
"FE-IN-036","관심","관심 매물 리스트","토큰 만료","토큰 만료 후 진입/새로고침 시 동작을 확인한다","액세스 토큰 만료 상태","1. 토큰이 만료된 상태로 관심 화면에 진입하거나 당겨서 새로고침한다 2. 화면을 확인한다","재인증 흐름이 동작하거나, 실패 시 에러 UI 없이 빈 상태로 표시된다","경계","P2","","데이터파트/인증 연계"
